Unnamed: 0	context_id	word	gold_sense_id	predict_sense_id	positions	context	Anim	Inan	Acc	Dat	Gen	Ins	Loc	Nom	Par	Voc	Fem	Masc	Neut	Plur	Sing	acl	advcl	advmod	amod	appos	aux	case	cc	ccomp	clf	compound	conj	cop	csubj	dep	det	discourse	dislocated	expl	fixed	flat	goeswith	iobj	list	mark	nmod	nsubj	nummod	obj	obl	orphan	parataxis	punct	reparandum	root	vocative	xcomp	acl_child	advcl_child	advmod_child	amod_child	appos_child	aux_child	case_child	cc_child	ccomp_child	clf_child	compound_child	conj_child	cop_child	csubj_child	dep_child	det_child	discourse_child	dislocated_child	expl_child	fixed_child	flat_child	goeswith_child	iobj_child	list_child	mark_child	nmod_child	nsubj_child	nummod_child	obj_child	obl_child	orphan_child	parataxis_child	punct_child	reparandum_child	root_child	vocative_child	xcomp_child	num_senses
0	1	дар	0		18-22	Отвергнуть щедрый дар	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
1	2	дар	0		21-28	покупать преданность дарами и наградами	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
2	3	дар	0		19-23	Вот яд – последний дар моей Изоры	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
3	4	дар	0		81-87	Основная функция корильных песен – повеселить участников свадьбы и побудить их к дарам	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
4	5	дар	0		151-157	Но недели две спустя (Алевтина его когда-то об этом просила) он отправляет ей с рабочими изящный шкафчик, счет, конечно, приложен – никаких, извините, даров	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
5	6	дар	0		95-99	Мать Ревекки приберегала кусок и на праздник пекла для калеки любимое блюдо, сияя от гордости: дар беднейшему – бедных богатство	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
6	7	дар	0		205-210	Время от времени Лидия Михайловна «доставала» нам – то штаны, то пресловутый шкаф. Мне не хотелось чувствовать себя у нее в долгу, но надо было быть благодарным: все это и вправду было нам нужно, хотя все дары мне делались без спросу	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
7	8	дар	0		80-84	Недавно приезжавший в Оргеев посол РФ в Молдавии Павел Петровский передал школе дар правительства Москвы – учебники	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
8	9	дар	1		18-22	Жизнь – бесценный дар	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
9	10	дар	1		25-29	Такая любовь – настоящий дар судьбы	0.1080350039777247	0.8919649960222753	0.2806154822335025	0.0138007614213197	0.1272208121827411	0.0756662436548223	0.0163388324873096	0.4850888324873096	0.0012690355329949	0.0	0.0434920634920634	0.9511111111111112	0.0053968253968253	0.2199873297434273	0.7800126702565727	0.0097982290608216	0.0140804180577732	0.0044273479460008	0.0002177384235738	0.0178545507330526	0.0	0.0	0.0	0.0191609812744955	0.0	0.0005806357961968	0.1098127449557265	0.0	7.257947452460444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0099433880098708	0.0	0.0043547684714762	0.0	0.0008709536942952	0.0571200464508636	0.1663521556103933	0.0001451589490492	0.1003774132675279	0.1343446073450428	0.0037741326752794	0.0550152416896501	0.0	0.0	0.2916969081143852	0.0	0.0	0.0172013354623312	0.0020322252866889	0.0228625344752504	0.1307882130933372	0.0193061402235447	0.0002177384235738	0.0655392654957178	0.0237334881695456	0.0002903178980984	0.0	0.000725794745246	0.0435476847147626	0.0087095369429525	0.0009435331688198	0.0	0.0758455508782116	0.0006532152707214	0.0	0.0	0.0015241689650166	0.0107417622296414	0.0	0.006967629554362	0.0	0.0143707359558716	0.1394977500362897	0.04035418783568	0.0060966758600667	0.0008709536942952	0.010814341704166	0.0022499637102627	0.0221367397300043	0.3319059370010161	0.0	0.0	0.0	7.257947452460444e-05	4
